date,hdax_pct,new_cases_pct,stringency_diff,Monday,Tuesday,Wednesday,Thursday
2020-07-07,-0.00844407668457834,-0.48428835489833644,-8.339999999999996,0,1,0,0
2020-07-08,-0.008675418689494648,0.27598566308243727,0.0,0,0,1,0
2020-07-09,-0.0011880958590512357,-0.15168539325842698,0.0,0,0,0,1
2020-07-10,0.010028142044795055,0.09602649006622517,0.0,0,0,0,0
2020-07-13,0.013214644255916893,-0.21148036253776434,0.0,1,0,0,0
2020-07-14,-0.009300130125277428,0.05747126436781609,0.0,0,1,0,0
2020-07-15,0.018212567229397646,0.572463768115942,0.0,0,0,1,0
2020-07-16,-0.004127075130472891,0.2903225806451613,0.0,0,0,0,1
2020-07-17,0.001573292131422755,0.0625,0.0,0,0,0,0
2020-07-20,0.009578484686258458,-0.008403361344537815,0.0,1,0,0,0
2020-07-21,0.009036880127375945,-0.33559322033898303,0.0,0,1,0,0
2020-07-22,-0.0028682261666862284,0.4260204081632653,0.0,0,0,1,0
2020-07-23,-0.001208009198067745,0.08228980322003578,0.0,0,0,0,1
2020-07-24,-0.021666319516767306,0.22644628099173553,0.0,0,0,0,0
2020-07-27,0.00010645137939697422,-0.4002695417789757,0.0,1,0,0,0
2020-07-28,0.0007621107487418631,0.33707865168539325,0.0,0,1,0,0
2020-07-29,-8.08328334460326e-05,0.41008403361344536,0.0,0,0,1,0
2020-07-30,-0.03141389472728768,0.17878426698450536,0.0,0,0,0,1
2020-07-31,-0.0045317972566155055,-0.1263902932254803,2.779999999999994,0,0,0,0
2020-08-03,0.025278845404254218,0.03125,0.0,1,0,0,0
2020-08-04,-0.0037931662752513843,-0.19528619528619529,0.0,0,1,0,0
2020-08-05,0.006555308979419677,0.7921896792189679,0.0,0,0,1,0
2020-08-06,-0.00471277671825357,-0.2793774319066148,0.0,0,0,0,1
2020-08-07,0.008218130486719759,0.24946004319654427,1.8500000000000014,0,0,0,0
2020-08-10,0.0009609708942732097,0.05445116681071737,-2.780000000000001,1,0,0,0
2020-08-11,0.01982485528055066,-0.1540983606557377,0.0,0,1,0,0
2020-08-12,0.0077182436037465775,0.27810077519379844,0.0,0,0,1,0
2020-08-13,-0.004638998076208781,0.07808946171341925,0.0,0,0,0,1
2020-08-14,-0.00900096777113249,0.06188466947960619,0.0,0,0,0,0
2020-08-17,0.0024772334796066215,0.12119205298013246,0.0,1,0,0,0
2020-08-18,-0.004046568476292448,-0.16125221500295334,0.0,0,1,0,0
2020-08-19,0.00672570954898762,0.11690140845070422,0.0,0,0,1,0
2020-08-20,-0.010369952022545962,0.0,0.0,0,0,0,1
2020-08-21,-0.0035710350633831396,0.09520807061790669,0.0,0,0,0,0
2020-08-24,0.021675952310069687,-0.06275187104202648,2.780000000000001,1,0,0,0
2020-08-25,-0.0004176610978520589,-0.10257985257985258,0.0,0,1,0,0
2020-08-26,0.009706001979513572,-0.02327173169062286,0.0,0,0,1,0
2020-08-27,-0.006843825228116016,0.09390329362298529,0.0,0,0,0,1
2020-08-28,-0.004937755487663927,-0.003843689942344651,0.0,0,0,0,0
2020-08-31,-0.006450796159293054,-0.03729903536977492,0.0,1,0,0,0
2020-09-01,0.002385923053981504,-0.18971275885103542,0.0,0,1,0,0
2020-09-02,0.019484755403391257,0.1508656224237428,0.0,0,0,1,0
2020-09-03,-0.016356964932136012,0.02363896848137536,-1.8500000000000014,0,0,0,1
2020-09-04,-0.01607178675700374,0.00979706088173548,-8.329999999999998,0,0,0,0
2020-09-07,0.02167997893443347,0.3153153153153153,0.0,1,0,0,0
2020-09-08,-0.011366533643720172,-0.2987355110642782,0.0,0,1,0,0
2020-09-09,0.018775657799760766,0.10894064613072878,0.0,0,0,1,0
2020-09-10,-0.0023552945287553524,0.16260162601626016,0.0,0,0,0,1
2020-09-11,-0.0014686393780139358,-0.07575757575757576,0.0,0,0,0,0
2020-09-14,0.0014528460314653757,-0.06368221941992434,0.0,1,0,0,0
2020-09-15,0.0005598857060903982,0.20673400673400674,0.0,0,1,0,0
2020-09-16,0.003904602551980959,0.03515625,0.0,0,0,1,0
2020-09-17,-0.0032455274462614416,0.17466307277628032,0.0,0,0,0,1
2020-09-18,-0.00649152988266201,0.009178522257916476,0.0,0,0,0,0
2020-09-21,-0.04248381417143814,-0.27467030468394726,0.0,1,0,0,0
2020-09-22,0.004022204654637661,0.16112852664576802,0.0,0,1,0,0
2020-09-23,0.004066658591032691,-0.12904967602591794,0.0,0,0,1,0
2020-09-24,-0.005258063033562066,0.4389336639801612,0.0,0,0,0,1
2020-09-25,-0.008444953313803114,0.01938819474364498,0.0,0,0,0,0
2020-09-28,0.029795239634570734,-0.03127641589180051,0.0,1,0,0,0
2020-09-29,-0.002823748331485749,-0.19720767888307156,0.0,0,1,0,0
2020-09-30,-0.0038583759087602626,0.32717391304347826,0.0,0,0,1,0
2020-10-01,0.0013366586097042735,0.07534807534807535,0.0,0,0,0,1
2020-10-02,-0.0034871637403207033,0.07958872810357959,0.0,0,0,0,0
2020-10-05,0.011860470424431857,0.09347442680776014,0.0,1,0,0,0
2020-10-06,0.004408584262186054,-0.20838709677419354,0.0,0,1,0,0
2020-10-07,0.0006330490928870012,0.6340668296658517,0.0,0,0,1,0
2020-10-08,0.008681734270756684,0.19800498753117207,0.0,0,0,0,1
2020-10-09,0.0019330658563552038,-0.05203996669442131,0.0,0,0,0,0
2020-10-12,0.006377913957152052,0.4363197189284146,0.0,1,0,0,0
2020-10-13,-0.009322115716157526,-0.3175355450236967,0.0,0,1,0,0
2020-10-14,0.00036475467463742287,0.6068548387096774,0.0,0,0,1,0
2020-10-15,-0.022877922714121215,0.06231702216645755,9.259999999999998,0,0,0,1
2020-10-16,0.015337965059805045,0.00984251968503937,0.0,0,0,0,0
2020-10-19,-0.0029710345175856757,0.0912280701754386,0.0,1,0,0,0
2020-10-20,-0.008451457232699938,0.015005359056806002,0.0,0,1,0,0
2020-10-21,-0.015395355568861936,0.44679103602018067,0.0,0,0,1,0
2020-10-22,-0.0008617857122269182,-0.5173140864487876,1.8500000000000014,0,0,0,1
2020-10-23,0.007570927867764749,1.2641129032258065,0.0,0,0,0,0
2020-10-26,-0.03796243409647582,-0.06797269219352924,0.0,1,0,0,0
2020-10-27,-0.008249508957800071,0.04785031847133758,0.0,0,1,0,0
2020-10-28,-0.03863489053197618,0.2310614694931996,0.0,0,0,1,0
2020-10-29,0.002050734612467394,0.15621528206394272,0.0,0,0,0,1
2020-10-30,-0.0034887705198891916,0.03464474456840869,0.0,0,0,0,0
2020-11-02,0.018130099090369167,0.3028583221545764,1.3900000000000006,1,0,0,0
2020-11-03,0.0246661140278162,-0.7016869950894978,0.0,0,1,0,0
2020-11-04,0.020864794573085887,3.1789459710606662,0.0,0,0,1,0
2020-11-05,0.017955284224738282,-0.2833227445997459,0.0,0,0,0,1
2020-11-06,-0.0068406256757730585,0.011479987589202606,0.0,0,0,0,0
2020-11-09,0.0433862433862433,-0.7141980718667835,0.0,1,0,0,0
2020-11-10,0.006022587834622989,3.0703771849126036,0.0,0,1,0,0
2020-11-11,0.006601919728732275,-0.1561758390778619,0.0,0,0,1,0
2020-11-12,-0.010497364324897595,0.10432569974554708,0.0,0,0,0,1
2020-11-13,0.0029128532077482955,-0.10012935564718248,0.0,0,0,0,0
2020-11-16,0.0057284932318503266,-0.345042900139257,0.0,1,0,0,0
2020-11-17,-0.0013283009310494315,0.7991083676268862,0.0,0,1,0,0
2020-11-18,0.005218275818818552,-0.09545957073691434,0.0,0,0,1,0
2020-11-19,-0.007194441892575651,0.013233868588527837,0.0,0,0,0,1
2020-11-20,0.0046597962064231415,-0.06023043966557132,0.0,0,0,0,0
2020-11-23,-0.00040415704387985265,-0.3602000619660957,0.0,1,0,0,0
2020-11-24,0.009991115951954578,0.13248011068834314,0.0,0,1,0,0
2020-11-25,-0.00019743712989045892,0.9967623701893707,0.0,0,0,1,0
2020-11-26,0.0006332854850967559,-0.3284486187169211,0.0,0,0,0,1
2020-11-27,0.00457174122229758,-0.05156940458293472,0.0,0,0,0,0
2020-11-30,-0.003099892966982238,-0.3169220423651472,5.550000000000004,1,0,0,0
2020-12-01,0.005763778842677766,0.7415090359327755,0.0,0,1,0,0
2020-12-02,-0.0045997327182339355,-0.060203504804974564,0.0,0,0,1,0
2020-12-03,-0.002845355730554591,0.013576799140708916,0.0,0,0,0,1
2020-12-04,0.00477848131423204,-0.32304692467466406,0.0,0,0,0,0
2020-12-07,-0.0020662472749247004,-0.6583594239198497,0.0,1,0,0,0
2020-12-08,0.0016224773532031121,4.3634530791788855,0.0,0,1,0,0
2020-12-09,0.0031055016584816747,-0.14263746027406624,0.0,0,0,1,0
2020-12-10,-0.002251308759023581,0.3047152138387341,0.0,0,0,0,1
2020-12-11,-0.011340181052836816,-0.16854035559357244,0.0,0,0,0,0
2020-12-14,0.007100243159012285,-0.7629790204651504,0.0,1,0,0,0
2020-12-15,0.008104380282877957,4.243373120446442,7.409999999999997,0,1,0,0
2020-12-16,0.013323150491960744,-0.03195861049519586,7.409999999999997,0,0,1,0
2020-12-17,0.007659223158763824,-0.07833496213046665,0.0,0,0,0,1
2020-12-18,-0.0008417664144450672,0.08784253951423175,0.0,0,0,0,0
2020-12-21,-0.025984486281667264,-0.4134632957660676,0.0,1,0,0,0
2020-12-22,0.012930812076180919,0.877492729538845,0.0,0,1,0,0
2020-12-23,0.01167187904249568,-0.06624623129477498,0.0,0,0,1,0
2020-12-28,0.013253158921302514,-0.5851649979264174,0.0,1,0,0,0
2020-12-29,0.0003570074147694455,0.3900314195944016,0.0,0,1,0,0
2020-12-30,-0.0034668343436219055,1.5194698448577006,0.0,0,0,1,0
2021-01-04,0.0012370279321694546,-0.7487969986134899,0.0,1,0,0,0
2021-01-05,-0.003401226852397765,0.48936688311688314,2.780000000000001,0,1,0,0
2021-01-06,0.01403258757549382,0.45310371137391686,0.0,0,0,1,0
2021-01-07,0.004934321407642934,0.7002212804260586,0.0,0,0,0,1
2021-01-08,0.0054454819657919025,-0.5791807292700681,0.0,0,0,0,0
2021-01-11,-0.007964237277044303,-0.38638150652618336,-1.8599999999999994,1,0,0,0
2021-01-12,-7.889781052116299e-05,1.3244490005125578,0.0,0,1,0,0
2021-01-13,0.001523753348570834,-0.06041896361631753,0.0,0,0,1,0
2021-01-14,0.005215241731232958,-0.1651803176093249,0.0,0,0,0,1
2021-01-15,-0.014868168987301842,-0.5973855596682753,0.0,0,0,0,0
2021-01-18,0.004277879580298183,0.07680670313045503,0.0,1,0,0,0
2021-01-19,-0.0010960825438464964,0.3220577110126445,0.0,0,1,0,0
2021-01-20,0.00818933631143137,1.3708820403825717,0.0,0,0,1,0
2021-01-21,-0.00016248210762508135,-0.7146157294073027,0.0,0,0,0,1
2021-01-22,-0.0027213727068242555,0.9772864564455721,0.0,0,0,0,0
2021-01-25,-0.0150071000499202,-0.5791885616522058,0.0,1,0,0,0
2021-01-26,0.014006801202683637,0.36300275882096705,0.0,0,1,0,0
2021-01-27,-0.015632566703526304,0.6657078938958133,0.0,0,0,1,0
2021-01-28,0.003539741523890934,-0.048158096699923256,0.0,0,0,0,1
2021-01-29,-0.01594015592804446,-0.13787542834106026,0.0,0,0,0,0
2021-02-01,0.01323600908418857,-0.48032109734237394,0.0,1,0,0,0
2021-02-02,0.01714754460412356,0.15326934613077384,0.0,0,1,0,0
2021-02-03,0.006699959676168635,0.6237971391417425,0.0,0,0,1,0
2021-02-04,0.00862476249165515,0.04364539120685513,0.0,0,0,0,1
2021-02-05,6.873394616858701e-05,-0.16858502148557397,0.0,0,0,0,0
2021-02-08,0.0008132957952989629,-0.570835256114444,0.0,1,0,0,0
2021-02-09,-0.004395095703972042,0.23182795698924732,0.0,0,1,0,0
2021-02-10,-0.005366118473574992,0.6141759776536313,0.0,0,0,1,0
2021-02-11,0.008721236358219212,0.07376162664936188,0.0,0,0,0,1
2021-02-12,0.0009904960755731517,-0.07363013698630137,0.0,0,0,0,0
2021-02-15,0.005724693256410462,-0.4419919538980102,0.0,1,0,0,0
2021-02-16,-0.0014669728761773032,0.14770070148090414,0.0,0,1,0,0
2021-02-17,-0.011138776874911322,0.6295415959252971,0.0,0,0,1,0
2021-02-18,-0.004541559883656152,0.025734528026672223,0.0,0,0,0,1
2021-02-19,0.00702225687461964,-0.08075165058405281,0.0,0,0,0,0
2021-02-22,-0.004230223290886377,-0.4492817679558011,-1.8499999999999943,1,0,0,0
2021-02-23,-0.006774528798162573,0.1565008025682183,0.0,0,1,0,0
2021-02-24,0.0076565346010256325,0.8691880638445524,0.0,0,0,1,0
2021-02-25,-0.006794549489319096,0.023946537961759794,0.0,0,0,0,1
2021-02-26,-0.008242797233125522,-0.1445794053662074,0.0,0,0,0,0
2021-03-01,0.017856422390287747,-0.44113595422274027,-3.700000000000003,1,0,0,0
2021-03-02,0.0001815691925669246,0.23094425483503983,0.0,0,1,0,0
2021-03-03,0.001004841392306146,0.6715958102279729,0.0,0,0,1,0
2021-03-04,-0.00305875231002847,0.04985256173977147,0.0,0,0,0,1
2021-03-05,-0.01238528114127013,-0.15904502764855613,0.0,0,0,0,0
2021-03-08,0.03052393454190758,-0.46466965869950944,0.0,1,0,0,0
2021-03-09,0.005284039130587961,0.33242347436147396,0.0,0,1,0,0
2021-03-10,0.004873125937500792,2.0967222709979514,0.0,0,0,1,0
2021-03-11,0.004114344383832749,-0.7757879317677078,0.0,0,0,0,1
2021-03-12,-0.004483409028863588,1.6912539515279241,0.0,0,0,0,0
2021-03-15,-0.0019171153023944134,-0.48762725137039936,0.0,1,0,0,0
2021-03-16,0.007392198663934038,1.7019715726730857,0.0,0,1,0,0
2021-03-17,0.00041530916357978697,-0.5641721816844845,0.0,0,0,1,0
2021-03-18,0.010233430776875758,2.6974691758598315,0.0,0,0,0,1
2021-03-19,-0.010982298051693927,-0.4567727894977009,0.0,0,0,0,0
2021-03-22,0.0034045751536709652,-0.4662057379167744,-2.780000000000001,1,0,0,0
2021-03-23,-0.0007441165963959092,1.5383125529596902,0.0,0,1,0,0
2021-03-24,-0.0041971225032810516,0.1329581763555725,0.0,0,0,1,0
2021-03-25,-0.0007825911967186053,-0.08995243507176832,0.0,0,0,0,1
2021-03-26,0.008826586174831052,-0.043061979648473636,0.0,0,0,0,0
2021-03-29,0.0026050908947514106,-0.5022959060370245,0.0,1,0,0,0
2021-03-30,0.011783402695666797,1.2997960571040108,0.0,0,1,0,0
2021-03-31,-0.00027818641891461793,0.056289852624466875,0.0,0,0,1,0
2021-04-01,0.009553319723923275,-0.09334772527384665,0.0,0,0,0,1
2021-04-06,0.006575415672671285,-0.6651968781692315,0.0,0,1,0,0
2021-04-07,-0.0017996257256797732,3.000658501251152,0.0,0,0,1,0
2021-04-08,0.0023431323222886644,-0.1273002600651809,0.0,0,0,0,1
2021-04-09,0.0023197280862780915,-0.0971331572991324,0.0,0,0,0,0
2021-04-12,-0.0029069594134572686,-0.4800083559640694,0.0,1,0,0,0
2021-04-13,0.0020233450006517362,1.3638920134983128,0.0,0,1,0,0
2021-04-14,-0.0006874074356958053,0.05764589918765508,0.0,0,0,1,0
2021-04-15,0.00470529225955556,-0.19304560208246296,0.0,0,0,0,1
2021-04-16,0.012062356248402708,-0.04994026284348865,0.0,0,0,0,0
2021-04-19,-0.005724399636851766,-0.5131203890006707,0.0,1,0,0,0
2021-04-20,-0.016319992818069153,1.7031424881618598,0.0,0,1,0,0
2021-04-21,0.0034019691313030304,-0.22432079498041213,0.0,0,0,1,0
2021-04-22,0.008839305589131312,0.302496509813583,0.0,0,0,0,1
2021-04-23,-0.0029028247676078623,-0.29819362567384383,0.0,0,0,0,0
2021-04-26,0.0030623717319532176,-0.7322343006019225,0.0,1,0,0,0
2021-04-27,-0.0024872523867303063,3.3467539003522897,0.0,0,1,0,0
2021-04-28,0.0014672973429314252,0.09077225888618734,0.0,0,0,1,0
2021-04-29,-0.008260155110918994,-0.14333227187488942,0.0,0,0,0,1
2021-04-30,-0.0012642482332252227,-0.40830992896084584,0.0,0,0,0,0
2021-05-03,0.0064634995678613605,-0.6153846153846154,0.0,1,0,0,0
2021-05-04,-0.02547953526318603,3.3758620689655174,0.0,0,1,0,0
2021-05-05,0.019682922238707854,-0.06855791962174941,0.0,0,0,1,0
2021-05-06,-0.00023731702318150597,-0.20219966159052452,0.0,0,0,0,1
2021-05-07,0.012982404400278499,-0.15778311101188816,0.0,0,0,0,0
2021-05-10,-0.0013408950504048636,-0.5148442677269714,0.0,1,0,0,0
2021-05-11,-0.01889372796492167,1.690342849337522,0.0,0,1,0,0
2021-05-12,0.0007404436864192021,-0.6654142973192526,0.0,0,0,1,0
2021-05-13,0.002840089559985134,1.0684370257966616,0.0,0,0,0,1
2021-05-14,0.014570655523032048,-0.2387205634216125,0.0,0,0,0,0
2021-05-17,-0.0015374504421357446,-0.48144935915968007,0.0,1,0,0,0
2021-05-18,0.0005239657913309033,0.40791674409960976,0.0,0,1,0,0
2021-05-19,-0.01648856013366604,0.5682418162618796,0.0,0,0,1,0
2021-05-20,0.016312209163332227,-0.09712987122296103,0.0,0,0,0,1
2021-05-21,0.0040939785487880765,-0.24526894751561482,0.0,0,0,0,0
2021-05-25,0.003169776494669599,-0.6815711462450593,0.0,0,1,0,0
2021-05-26,-0.00021701977592709852,0.735065942591156,0.0,0,0,1,0
2021-05-27,0.0006641774757717989,0.5535434831209479,0.0,0,0,0,1
2021-05-28,0.007835157528400279,-0.11224636638365232,0.0,0,0,0,0
2021-05-31,-0.005848815147027515,-0.642405576268439,-5.560000000000002,1,0,0,0
2021-06-01,0.009974419737514083,0.3540344514959202,0.0,0,1,0,0
2021-06-02,0.0015413274988902632,0.7060595915634416,0.0,0,0,1,0
2021-06-03,0.0012365152371714182,-0.27629513343799056,0.0,0,0,0,1
2021-06-04,0.004407850481621992,-0.18844902386117138,0.0,0,0,0,0
2021-06-07,0.0008663656942318762,-0.5175409288339459,-1.8499999999999943,1,0,0,0
2021-06-08,-0.002831453402366864,0.5602493074792244,0.0,0,1,0,0
2021-06-09,-0.0026969391421251716,0.4536173990235242,0.0,0,0,1,0
2021-06-10,-0.0007181845966836014,-0.16122137404580153,0.0,0,0,0,1
2021-06-11,0.007853375742104913,-0.20131052056789225,0.0,0,0,0,0
2021-06-14,4.153983554847377e-05,-0.6020966271649955,0.0,1,0,0,0
2021-06-15,0.0025615167871657313,0.32875143184421535,0.0,0,1,0,0
2021-06-16,-0.00024398833459556634,0.24051724137931035,0.0,0,0,1,0
2021-06-17,0.0008449582240682028,-0.37387074357192496,0.0,0,0,0,1
2021-06-18,-0.015191806914066446,0.03551609322974473,0.0,0,0,0,0
2021-06-21,0.008765393455795703,-0.4715969989281886,0.0,1,0,0,0
2021-06-22,0.0018455204448700564,0.3894523326572008,0.0,0,1,0,0
2021-06-23,-0.011162512264433334,0.656934306569343,0.0,0,0,1,0
2021-06-24,0.00948053405138571,-0.5814977973568282,0.0,0,0,0,1
2021-06-25,0.0014077984625358727,0.5810526315789474,0.0,0,0,0,0
2021-06-28,-0.004255609404191503,-0.5459387483355526,0.0,1,0,0,0
2021-06-29,0.006657417029008661,0.6686217008797654,0.0,0,1,0,0
2021-06-30,-0.00891435003904147,0.4165202108963093,0.0,0,0,1,0
